,PriorDefault,YearsEmployed,CreditScore,Income,Approved
344,0.0,0.0,0.0,12.0,0.0
345,0.0,0.25,0.0,122.0,0.0
346,0.0,2.5,0.0,1210.0,0.0
347,1.0,0.585,3.0,0.0,0.0
348,0.0,2.25,1.0,3.0,0.0
349,0.0,0.0,0.0,1.0,0.0
350,0.0,0.0,0.0,0.0,0.0
351,0.0,1.5,0.0,4000.0,0.0
352,0.0,0.585,0.0,0.0,0.0
353,0.0,0.25,0.0,0.0,0.0
354,0.0,1.0,2.0,1.0,0.0
355,0.0,0.165,0.0,0.0,0.0
356,0.0,0.04,0.0,0.0,0.0
357,0.0,0.165,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0
359,0.0,5.5,0.0,0.0,0.0
360,0.0,0.085,0.0,4208.0,0.0
361,0.0,0.0,0.0,0.0,0.0
362,0.0,0.29,0.0,0.0,0.0
363,0.0,0.165,2.0,1300.0,0.0
364,0.0,13.875,1.0,112.0,0.0
365,0.0,0.165,0.0,1000.0,0.0
366,0.0,0.165,0.0,0.0,0.0
367,0.0,3.0,0.0,16.0,0.0
368,0.0,0.75,0.0,2.0,0.0
369,0.0,7.0,0.0,0.0,0.0
370,0.0,0.0,0.0,1110.0,0.0
371,0.0,1.0,0.0,0.0,0.0
372,0.0,0.125,0.0,0.0,0.0
373,0.0,0.04,0.0,1004.0,0.0
374,0.0,1.0,0.0,0.0,0.0
375,0.0,0.125,0.0,286.0,0.0
376,0.0,2.0,0.0,0.0,0.0
377,0.0,0.125,0.0,4500.0,0.0
378,0.0,4.0,0.0,0.0,0.0
379,0.0,2.25,0.0,0.0,0.0
380,0.0,0.165,0.0,0.0,0.0
381,0.0,4.5,0.0,456.0,0.0
382,0.0,5.0,0.0,4.0,0.0
383,0.0,1.585,0.0,1212.0,0.0
384,0.0,1.5,0.0,0.0,0.0
385,0.0,0.54,0.0,67.0,0.0
386,0.0,0.5,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0,0.0
388,0.0,0.085,0.0,0.0,0.0
389,0.0,1.0,0.0,0.0,0.0
390,0.0,0.21,0.0,0.0,0.0
391,0.0,0.25,0.0,0.0,0.0
392,0.0,1.0,0.0,1.0,0.0
393,0.0,0.25,0.0,195.0,0.0
394,0.0,0.54,0.0,0.0,0.0
395,0.0,0.04,0.0,1.0,0.0
396,0.0,0.125,0.0,87.0,0.0
397,0.0,1.25,0.0,17.0,0.0
398,0.0,0.085,0.0,0.0,0.0
399,0.0,0.29,0.0,184.0,0.0
400,0.0,0.29,0.0,140.0,0.0
401,0.0,3.085,0.0,0.0,0.0
402,0.0,0.75,0.0,0.0,0.0
403,0.0,1.085,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0
405,0.0,0.165,2.0,18.0,0.0
406,0.0,1.0,1.0,2.0,0.0
407,0.0,0.085,1.0,6.0,0.0
408,0.0,0.335,4.0,8.0,0.0
409,0.0,0.0,5.0,146.0,0.0
410,0.0,1.25,1.0,22.0,0.0
411,0.0,0.085,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0
413,0.0,0.125,0.0,55.0,0.0
414,0.0,3.25,0.0,0.0,0.0
415,0.0,0.125,0.0,70.0,0.0
416,0.0,0.54,0.0,1.0,0.0
417,0.0,0.375,2.0,500.0,0.0
418,0.0,0.0,0.0,60.0,0.0
419,0.0,1.0,0.0,0.0,0.0
420,0.0,1.5,0.0,7.0,0.0
421,0.0,1.75,0.0,0.0,0.0
422,0.0,1.165,0.0,0.0,0.0
423,0.0,1.5,0.0,0.0,0.0
424,0.0,0.25,0.0,0.0,0.0
425,0.0,0.25,0.0,50.0,0.0
426,0.0,0.04,0.0,5.0,0.0
427,0.0,0.29,0.0,3.0,0.0
428,0.0,0.085,0.0,0.0,0.0
429,0.0,1.5,0.0,4.0,0.0
430,0.0,0.165,0.0,1058.0,0.0
431,0.0,0.085,0.0,0.0,0.0
432,0.0,0.5,0.0,0.0,0.0
433,0.0,2.415,0.0,0.0,0.0
434,0.0,0.0,4.0,1.0,0.0
435,0.0,0.0,3.0,769.0,0.0
436,0.0,0.0,0.0,27.0,0.0
437,0.0,0.0,1.0,300.0,0.0
438,0.0,0.375,2.0,3.0,0.0
439,0.0,1.0,11.0,0.0,0.0
440,0.0,0.0,2.0,1.0,0.0
441,0.0,0.125,0.0,0.0,0.0
442,0.0,0.04,0.0,40.0,0.0
443,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,5200.0,0.0
445,0.0,0.165,0.0,0.0,0.0
446,0.0,0.0,0.0,1.0,0.0
447,0.0,0.0,1.0,19.0,0.0
448,0.0,0.5,0.0,0.0,0.0
449,0.0,7.0,0.0,1.0,0.0
450,0.0,1.5,0.0,316.0,0.0
451,0.0,3.5,0.0,50.0,0.0
452,0.0,0.25,0.0,0.0,0.0
453,0.0,3.75,0.0,350.0,0.0
454,0.0,0.085,0.0,3552.0,0.0
455,0.0,0.0,0.0,0.0,0.0
456,0.0,0.04,0.0,0.0,0.0
457,0.0,5.0,0.0,687.0,0.0
458,0.0,1.5,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0,0.0
460,0.0,0.085,4.0,1950.0,0.0
461,0.0,0.125,0.0,0.0,0.0
462,0.0,0.0,10.0,18.0,0.0
463,0.0,0.0,1.0,53.0,0.0
464,0.0,2.79,1.0,10.0,0.0
465,0.0,2.5,2.0,41.0,0.0
466,0.0,0.04,3.0,33.0,0.0
467,0.0,0.75,0.0,0.0,0.0
468,0.0,0.415,0.0,0.0,0.0
469,0.0,0.085,0.0,5.0,0.0
470,0.0,0.04,0.0,100.0,0.0
471,0.0,0.125,0.0,100.0,0.0
472,0.0,1.0,0.0,1000.0,0.0
473,0.0,0.125,0.0,44.0,0.0
474,0.0,0.75,0.0,0.0,0.0
475,0.0,0.085,0.0,5.0,0.0
476,0.0,10.0,0.0,0.0,0.0
477,0.0,0.415,0.0,0.0,0.0
478,0.0,0.085,0.0,0.0,0.0
479,0.0,0.165,6.0,35.0,0.0
480,0.0,0.415,1.0,80.0,0.0
481,0.0,1.75,10.0,10.0,0.0
482,0.0,0.04,2.0,6.0,0.0
483,0.0,1.165,0.0,0.0,0.0
484,0.0,0.04,2.0,351.0,0.0
485,0.0,0.085,0.0,2100.0,0.0
486,0.0,0.04,0.0,475.0,0.0
487,0.0,0.0,0.0,1.0,0.0
488,0.0,0.125,0.0,0.0,0.0
489,1.0,2.75,1.0,892.0,1.0
490,1.0,4.625,2.0,2000.0,1.0
491,1.0,6.5,14.0,4607.0,1.0
492,1.0,6.0,0.0,0.0,1.0
493,1.0,3.0,0.0,0.0,1.0
494,1.0,1.5,0.0,2206.0,1.0
495,1.0,1.04,0.0,5860.0,1.0
496,1.0,1.665,3.0,28.0,1.0
497,1.0,1.46,5.0,0.0,1.0
498,1.0,1.625,3.0,1391.0,1.0
499,1.0,5.0,3.0,2279.0,1.0
500,1.0,3.5,10.0,0.0,1.0
501,1.0,0.0,1.0,100.0,1.0
502,1.0,4.75,2.0,7.0,1.0
503,1.0,1.085,1.0,0.0,1.0
504,1.0,7.0,16.0,5000.0,1.0
505,1.0,0.75,2.0,591.0,1.0
506,1.0,1.835,19.0,500.0,1.0
507,1.0,2.0,1.0,19.0,1.0
508,1.0,2.25,1.0,300.0,1.0
509,1.0,1.75,2.0,1000.0,1.0
510,1.0,0.0,0.0,960.0,1.0
511,1.0,2.5,0.0,0.0,1.0
512,1.0,0.0,0.0,0.0,1.0
513,1.0,2.585,0.0,0.0,1.0
514,1.0,6.5,0.0,0.0,1.0
515,1.0,4.0,4.0,99.0,1.0
516,1.0,1.75,5.0,690.0,1.0
517,1.0,0.585,4.0,0.0,1.0
518,1.0,0.125,5.0,0.0,1.0
519,1.0,1.5,1.0,234.0,1.0
520,1.0,2.25,5.0,500.0,1.0
521,1.0,1.29,1.0,800.0,1.0
522,1.0,1.75,10.0,990.0,0.0
523,1.0,2.415,0.0,0.0,0.0
524,1.0,2.5,0.0,0.0,0.0
525,1.0,0.21,0.0,0.0,0.0
526,1.0,1.0,0.0,2197.0,0.0
527,1.0,6.75,3.0,50.0,0.0
528,1.0,0.21,1.0,90.0,0.0
529,1.0,2.75,0.0,1.0,0.0
530,1.0,1.75,0.0,0.0,0.0
531,1.0,0.75,0.0,0.0,0.0
532,1.0,0.0,0.0,1.0,0.0
533,1.0,7.5,0.0,0.0,0.0
534,1.0,0.0,0.0,0.0,0.0
535,1.0,0.0,0.0,0.0,0.0
536,1.0,3.75,0.0,0.0,0.0
537,1.0,0.25,0.0,0.0,0.0
538,1.0,0.54,0.0,340.0,0.0
539,1.0,2.0,0.0,20.0,0.0
540,1.0,1.0,0.0,200.0,0.0
541,1.0,0.835,0.0,0.0,0.0
542,1.0,1.165,0.0,0.0,0.0
543,1.0,0.5,10.0,28.0,0.0
544,1.0,1.5,0.0,0.0,0.0
545,1.0,2.625,6.0,347.0,0.0
546,1.0,1.875,6.0,327.0,1.0
547,1.0,0.75,7.0,4071.0,1.0
548,1.0,16.0,0.0,0.0,1.0
549,1.0,12.75,1.0,109.0,1.0
550,1.0,0.0,11.0,1249.0,1.0
551,1.0,5.375,9.0,134.0,1.0
552,1.0,4.0,14.0,1344.0,1.0
553,1.0,0.75,4.0,321.0,1.0
554,1.0,0.21,6.0,948.0,1.0
555,1.0,7.5,2.0,0.0,1.0
556,1.0,1.085,16.0,2079.0,1.0
557,1.0,0.04,0.0,3000.0,1.0
558,1.0,2.29,7.0,2384.0,1.0
559,1.0,3.5,6.0,458.0,1.0
560,1.0,1.25,0.0,5298.0,1.0
561,1.0,1.415,0.0,200.0,1.0
562,1.0,1.585,0.0,0.0,1.0
563,1.0,12.75,0.0,0.0,1.0
564,1.0,0.04,0.0,0.0,1.0
565,1.0,2.125,11.0,284.0,1.0
566,1.0,0.875,0.0,0.0,1.0
567,1.0,0.375,8.0,162.0,1.0
568,1.0,0.75,4.0,1583.0,1.0
569,1.0,1.75,5.0,58.0,1.0
570,1.0,1.085,8.0,1.0,1.0
571,1.0,0.04,1.0,59.0,1.0
572,1.0,0.0,11.0,1400.0,1.0
573,1.0,1.0,4.0,1465.0,1.0
574,1.0,3.25,1.0,8000.0,1.0
575,1.0,1.75,11.0,540.0,1.0
576,1.0,1.0,3.0,0.0,1.0
577,1.0,1.5,10.0,4700.0,1.0
578,1.0,1.29,5.0,1097.0,1.0
579,1.0,1.335,8.0,3290.0,1.0
580,0.0,0.04,1.0,0.0,1.0
581,1.0,0.125,0.0,0.0,1.0
582,1.0,5.25,0.0,0.0,1.0
583,1.0,0.0,0.0,13212.0,1.0
584,1.0,0.0,0.0,0.0,1.0
585,1.0,17.5,9.0,1000.0,1.0
586,1.0,8.5,9.0,0.0,1.0
587,1.0,1.0,5.0,5777.0,1.0
588,1.0,0.29,7.0,5124.0,1.0
589,1.0,3.125,8.0,1200.0,1.0
590,1.0,4.25,3.0,150.0,1.0
591,0.0,0.0,0.0,0.0,1.0
592,0.0,0.085,0.0,6.0,1.0
593,1.0,0.085,0.0,0.0,1.0
594,1.0,0.25,0.0,23.0,1.0
595,1.0,2.375,8.0,4159.0,1.0
596,1.0,2.5,3.0,918.0,1.0
597,0.0,1.0,1.0,768.0,1.0
598,1.0,2.0,11.0,3000.0,1.0
599,1.0,0.54,4.0,500.0,1.0
600,0.0,0.0,0.0,1.0,0.0
601,0.0,0.25,0.0,0.0,0.0
602,0.0,0.125,0.0,0.0,0.0
603,1.0,0.085,0.0,0.0,0.0
604,0.0,1.25,0.0,0.0,0.0
605,0.0,0.04,0.0,0.0,1.0
606,0.0,0.5,0.0,0.0,0.0
607,0.0,4.25,0.0,0.0,0.0
608,0.0,0.085,0.0,0.0,0.0
609,0.0,0.125,0.0,4.0,0.0
610,0.0,5.085,2.0,1.0,0.0
611,0.0,0.29,1.0,283.0,0.0
612,0.0,0.585,2.0,7.0,0.0
613,0.0,0.125,0.0,0.0,0.0
614,0.0,0.25,2.0,108.0,0.0
615,0.0,1.585,1.0,9.0,0.0
616,0.0,0.0,2.0,1.0,0.0
617,0.0,2.0,1.0,68.0,0.0
618,1.0,0.125,0.0,375.0,0.0
619,0.0,0.125,0.0,10.0,0.0
620,0.0,2.25,0.0,0.0,1.0
621,0.0,0.0,0.0,0.0,1.0
622,0.0,0.665,0.0,1.0,0.0
623,0.0,0.665,0.0,0.0,0.0
624,0.0,2.085,0.0,0.0,0.0
625,0.0,0.165,0.0,0.0,0.0
626,0.0,0.0,0.0,1000.0,0.0
627,0.0,0.5,0.0,0.0,0.0
628,0.0,1.665,0.0,5.0,0.0
629,0.0,0.25,0.0,809.0,0.0
630,0.0,0.125,1.0,108.0,0.0
631,0.0,0.0,0.0,0.0,0.0
632,0.0,0.0,0.0,0.0,0.0
633,0.0,0.25,1.0,4.0,0.0
634,0.0,0.96,2.0,587.0,0.0
635,0.0,0.5,0.0,0.0,0.0
636,0.0,0.79,0.0,350.0,0.0
637,0.0,0.25,0.0,0.0,0.0
638,0.0,1.5,0.0,0.0,0.0
639,0.0,2.5,0.0,200.0,0.0
640,0.0,3.5,0.0,141.0,0.0
641,0.0,3.5,0.0,0.0,0.0
642,0.0,3.0,0.0,0.0,0.0
643,0.0,0.29,0.0,2.0,0.0
644,0.0,0.165,0.0,501.0,0.0
645,0.0,0.165,0.0,351.0,0.0
646,0.0,0.25,0.0,0.0,0.0
647,0.0,3.5,0.0,0.0,0.0
648,0.0,0.0,6.0,200.0,0.0
649,0.0,1.0,0.0,2.0,0.0
650,0.0,0.125,1.0,160.0,0.0
651,0.0,0.335,0.0,0.0,0.0
652,1.0,0.5,0.0,68.0,0.0
653,0.0,0.415,1.0,11.0,0.0
654,0.0,0.0,0.0,0.0,0.0
655,0.0,2.29,1.0,21.0,0.0
656,0.0,0.25,0.0,390.0,0.0
657,0.0,1.0,0.0,18.0,0.0
658,0.0,0.25,1.0,154.0,0.0
659,0.0,0.085,0.0,0.0,0.0
660,0.0,0.165,0.0,0.0,0.0
661,0.0,0.875,0.0,0.0,0.0
662,0.0,1.5,0.0,0.0,0.0
663,0.0,0.04,0.0,0.0,0.0
664,0.0,0.04,0.0,0.0,0.0
665,0.0,0.25,0.0,0.0,0.0
666,0.0,1.75,1.0,5.0,0.0
667,0.0,0.085,0.0,0.0,0.0
668,0.0,1.5,0.0,1.0,0.0
669,0.0,5.5,0.0,150.0,0.0
670,0.0,0.5,0.0,2.0,0.0
671,0.0,0.5,0.0,117.0,0.0
672,0.0,2.0,0.0,17.0,0.0
673,0.0,0.21,0.0,246.0,0.0
674,0.0,0.665,0.0,237.0,0.0
675,0.0,0.085,12.0,3.0,0.0
676,0.0,0.04,1.0,1.0,0.0
677,0.0,0.0,0.0,50.0,0.0
678,0.0,0.0,0.0,0.0,0.0
679,0.0,0.29,0.0,364.0,0.0
680,0.0,3.0,0.0,537.0,0.0
681,0.0,0.335,0.0,2.0,0.0
682,0.0,0.585,0.0,3.0,0.0
683,0.0,3.5,0.0,0.0,0.0
684,0.0,1.25,0.0,0.0,0.0
685,0.0,2.0,2.0,394.0,0.0
686,0.0,2.0,1.0,1.0,0.0
687,0.0,0.04,0.0,750.0,0.0
688,0.0,8.29,0.0,0.0,0.0
